Reciprocal In Out
0.0 0.0 0.0
1.0 2.0 0.0
1.0 4.0 0.0
1.0 7.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
8.0 6.0 0.0
1.0 1.0 0.0
4.0 1.0 1.0
3.0 3.0 0.0
3.0 17.0 40.0
3.0 5.0 4.0
18.0 13.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
8.0 32.0 8.0
3.0 2.0 0.0
4.0 19.0 17.0
13.0 3.0 7.0
1.0 2.0 1.0
8.0 31.0 70.0
4.0 10.0 0.0
6.0 5.0 1.0
1.0 1.0 0.0
5.0 3.0 1.0
10.0 9.0 2.0
3.0 8.0 0.0
1.0 12.0 0.0
0.0 3.0 0.0
4.0 6.0 4.0
0.0 0.0 0.0
3.0 4.0 0.0
1.0 3.0 0.0
39.0 32.0 22.0
19.0 9.0 1.0
0.0 1.0 0.0
1.0 2.0 41.0
29.0 25.0 48.0
13.0 11.0 1.0
2.0 31.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
9.0 13.0 2.0
20.0 56.0 37.0
3.0 13.0 2.0
0.0 0.0 0.0
3.0 4.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
14.0 18.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
15.0 28.0 21.0
1.0 2.0 0.0
5.0 4.0 0.0
5.0 2.0 0.0
20.0 10.0 20.0
5.0 2.0 0.0
49.0 28.0 34.0
10.0 18.0 12.0
0.0 1.0 0.0
0.0 1.0 0.0
2.0 12.0 1.0
12.0 15.0 8.0
3.0 6.0 9.0
9.0 36.0 1.0
1.0 2.0 0.0
3.0 3.0 1.0
2.0 5.0 0.0
1.0 4.0 0.0
32.0 20.0 20.0
1.0 2.0 0.0
8.0 5.0 6.0
1.0 1.0 0.0
0.0 1.0 1.0
1.0 1.0 0.0
1.0 9.0 0.0
0.0 1.0 0.0
3.0 6.0 0.0
9.0 21.0 7.0
0.0 0.0 0.0
0.0 1.0 0.0
17.0 4.0 9.0
12.0 1.0 0.0
2.0 5.0 1.0
2.0 9.0 1.0
1.0 2.0 0.0
1.0 1.0 1.0
2.0 2.0 0.0
13.0 3.0 2.0
8.0 9.0 1.0
1.0 1.0 0.0
2.0 11.0 0.0
8.0 31.0 1.0
2.0 3.0 1.0
6.0 12.0 1.0
2.0 8.0 1.0
13.0 9.0 1.0
7.0 11.0 13.0
13.0 13.0 45.0
11.0 22.0 1.0
38.0 28.0 24.0
1.0 1.0 0.0
8.0 24.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
10.0 13.0 19.0
1.0 5.0 0.0
3.0 18.0 0.0
53.0 103.0 95.0
0.0 1.0 0.0
8.0 2.0 0.0
0.0 0.0 0.0
1.0 3.0 1.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
3.0 11.0 0.0
21.0 34.0 3.0
1.0 15.0 1.0
39.0 79.0 83.0
3.0 2.0 4.0
1.0 1.0 0.0
27.0 20.0 39.0
3.0 1.0 0.0
1.0 11.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 16.0 1.0
13.0 12.0 0.0
1.0 5.0 1.0
0.0 1.0 0.0
15.0 22.0 24.0
1.0 2.0 0.0
2.0 18.0 1.0
1.0 5.0 0.0
1.0 1.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
6.0 1.0 0.0
10.0 6.0 0.0
5.0 17.0 1.0
0.0 1.0 0.0
1.0 6.0 0.0
1.0 4.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
3.0 46.0 3.0
1.0 1.0 0.0
3.0 18.0 6.0
6.0 1.0 0.0
11.0 5.0 0.0
1.0 10.0 1.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
22.0 30.0 3.0
1.0 4.0 0.0
1.0 1.0 0.0
2.0 3.0 5.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 4.0 2.0
1.0 4.0 0.0
4.0 5.0 4.0
44.0 24.0 26.0
1.0 1.0 0.0
7.0 10.0 19.0
8.0 8.0 1.0
12.0 20.0 10.0
1.0 2.0 1.0
2.0 6.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
2.0 15.0 7.0
0.0 0.0 0.0
0.0 0.0 0.0
4.0 7.0 0.0
1.0 24.0 0.0
1.0 1.0 1.0
14.0 7.0 0.0
13.0 18.0 13.0
4.0 18.0 10.0
5.0 6.0 3.0
1.0 2.0 0.0
11.0 16.0 1.0
8.0 12.0 8.0
3.0 2.0 0.0
31.0 30.0 18.0
12.0 10.0 47.0
1.0 5.0 0.0
14.0 11.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
15.0 16.0 5.0
1.0 3.0 0.0
3.0 12.0 3.0
25.0 40.0 26.0
0.0 3.0 0.0
0.0 0.0 0.0
14.0 6.0 5.0
11.0 29.0 17.0
1.0 1.0 0.0
2.0 10.0 0.0
3.0 9.0 1.0
1.0 2.0 0.0
0.0 1.0 0.0
4.0 14.0 1.0
1.0 1.0 0.0
45.0 24.0 17.0
3.0 5.0 0.0
12.0 48.0 58.0
1.0 2.0 0.0
1.0 7.0 0.0
1.0 1.0 0.0
1.0 3.0 10.0
1.0 5.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
4.0 16.0 1.0
17.0 14.0 7.0
16.0 9.0 1.0
5.0 13.0 1.0
1.0 1.0 0.0
5.0 15.0 21.0
1.0 6.0 6.0
25.0 65.0 335.0
12.0 31.0 20.0
6.0 3.0 1.0
1.0 2.0 0.0
2.0 15.0 3.0
1.0 1.0 0.0
13.0 12.0 1.0
1.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
21.0 36.0 29.0
1.0 1.0 0.0
15.0 28.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 5.0 0.0
12.0 7.0 3.0
8.0 10.0 0.0
4.0 18.0 32.0
1.0 8.0 0.0
5.0 5.0 8.0
5.0 7.0 1.0
1.0 5.0 0.0
2.0 1.0 0.0
9.0 24.0 2.0
13.0 37.0 4.0
12.0 4.0 1.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 5.0 0.0
3.0 6.0 0.0
2.0 14.0 1.0
0.0 0.0 0.0
3.0 4.0 0.0
2.0 6.0 6.0
1.0 1.0 0.0
42.0 51.0 3.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
4.0 7.0 1.0
1.0 1.0 0.0
4.0 1.0 0.0
12.0 12.0 19.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
8.0 4.0 0.0
2.0 6.0 1.0
5.0 27.0 78.0
10.0 21.0 31.0
3.0 40.0 12.0
37.0 27.0 134.0
14.0 59.0 119.0
15.0 21.0 72.0
2.0 16.0 1.0
1.0 1.0 0.0
2.0 3.0 0.0
55.0 65.0 273.0
2.0 4.0 2.0
1.0 1.0 0.0
0.0 2.0 0.0
11.0 2.0 1.0
4.0 18.0 9.0
1.0 2.0 0.0
1.0 6.0 0.0
9.0 25.0 0.0
2.0 2.0 1.0
6.0 13.0 1.0
3.0 2.0 0.0
2.0 1.0 0.0
0.0 0.0 0.0
13.0 3.0 1.0
1.0 0.0 0.0
5.0 5.0 1.0
1.0 1.0 0.0
9.0 37.0 29.0
0.0 0.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
3.0 18.0 0.0
1.0 1.0 0.0
12.0 16.0 2.0
7.0 3.0 0.0
5.0 16.0 16.0
12.0 6.0 1.0
7.0 19.0 1.0
1.0 5.0 0.0
14.0 39.0 35.0
1.0 1.0 0.0
8.0 27.0 4.0
8.0 30.0 6.0
32.0 20.0 5.0
2.0 2.0 1.0
1.0 1.0 0.0
1.0 1.0 1.0
1.0 5.0 0.0
5.0 8.0 0.0
6.0 7.0 1.0
1.0 1.0 0.0
3.0 10.0 1.0
7.0 13.0 3.0
8.0 4.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
20.0 29.0 2.0
2.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
8.0 12.0 1.0
1.0 1.0 0.0
36.0 44.0 76.0
2.0 3.0 0.0
1.0 1.0 0.0
5.0 1.0 0.0
4.0 2.0 1.0
1.0 19.0 18.0
0.0 1.0 0.0
1.0 3.0 33.0
11.0 7.0 1.0
0.0 2.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
3.0 11.0 9.0
4.0 45.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
34.0 20.0 16.0
0.0 0.0 0.0
1.0 3.0 0.0
5.0 3.0 0.0
1.0 8.0 2.0
0.0 0.0 0.0
20.0 52.0 13.0
1.0 1.0 0.0
14.0 24.0 1.0
1.0 2.0 0.0
1.0 6.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 3.0 0.0
15.0 12.0 7.0
1.0 1.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
7.0 3.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 3.0 0.0
98.0 60.0 157.0
3.0 7.0 2.0
1.0 1.0 0.0
2.0 5.0 2.0
1.0 2.0 0.0
1.0 1.0 1.0
2.0 3.0 0.0
6.0 4.0 1.0
1.0 1.0 0.0
2.0 8.0 0.0
1.0 1.0 0.0
1.0 7.0 1.0
8.0 21.0 92.0
10.0 6.0 0.0
1.0 5.0 1.0
33.0 31.0 5.0
4.0 11.0 6.0
5.0 1.0 0.0
4.0 3.0 0.0
1.0 4.0 0.0
2.0 2.0 0.0
1.0 7.0 0.0
1.0 1.0 0.0
3.0 3.0 0.0
1.0 3.0 0.0
3.0 16.0 14.0
6.0 20.0 2.0
1.0 9.0 0.0
24.0 25.0 29.0
3.0 1.0 1.0
17.0 3.0 9.0
1.0 3.0 0.0
38.0 37.0 63.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
1.0 0.0 0.0
7.0 11.0 1.0
1.0 6.0 0.0
1.0 1.0 0.0
8.0 23.0 1.0
6.0 16.0 1.0
1.0 1.0 0.0
1.0 11.0 9.0
4.0 3.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 3.0 0.0
0.0 1.0 0.0
2.0 1.0 0.0
6.0 15.0 1.0
2.0 7.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
22.0 29.0 83.0
1.0 2.0 0.0
25.0 15.0 7.0
7.0 10.0 1.0
8.0 5.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
0.0 3.0 0.0
1.0 7.0 0.0
0.0 1.0 0.0
6.0 6.0 0.0
4.0 27.0 26.0
2.0 63.0 0.0
0.0 1.0 0.0
16.0 17.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 3.0 0.0
1.0 1.0 0.0
1.0 8.0 1.0
3.0 1.0 0.0
0.0 2.0 0.0
1.0 3.0 1.0
15.0 17.0 1.0
1.0 2.0 0.0
1.0 9.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
33.0 58.0 61.0
5.0 2.0 0.0
7.0 12.0 0.0
1.0 1.0 0.0
18.0 14.0 76.0
1.0 1.0 0.0
0.0 0.0 0.0
3.0 13.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 2.0 0.0
2.0 1.0 0.0
2.0 4.0 1.0
17.0 20.0 88.0
1.0 3.0 1.0
2.0 13.0 1.0
9.0 2.0 0.0
18.0 13.0 1.0
8.0 10.0 9.0
3.0 6.0 1.0
2.0 3.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
3.0 16.0 0.0
2.0 9.0 1.0
3.0 11.0 0.0
41.0 66.0 3.0
6.0 18.0 28.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 3.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
